label,producto_code,initialVolume,b,t0
p839,7228,3276433042,570736386.3810349,1995
p840,7229,635606058,75380581.66123761,1995
p841,7301,791365705,59033179.834155746,1995
p842,7302,1167587220,133433519.4239476,1995
p843,7303,719588815,50343201.71992933,1995
p844,7304,7985722094,970582839.8554409,1995
p845,7305,2341791957,420286297.4373022,1995
p846,7306,7465256599,760806007.4948568,1995
p847,7307,4917083556,592850309.2998744,1995
p848,7308,10293388572,1657658735.8327959,1995
p849,7309,1185262242,131804818.907814,1995
p850,7310,2561385780,164562776.01712573,1995
p851,7311,943854343,111596334.3455617,1995
p852,7312,2174586064,197300073.67950228,1995
p853,7313,126119386,4732588.381847122,1995
p854,7314,1716435467,150003361.52393752,1995
p855,7315,1865362820,136695136.6522192,1995
p856,7316,71480903,9552821.560968917,1995
p857,7317,880577151,85699360.6438415,1995
p858,7318,9353035632,1167154352.967683,1995
p859,7319,185530874,6314759.228600077,1995
p860,7320,2190410685,205674453.09134793,1995
p861,7321,2419614784,355260995.4579942,1995
p862,7322,1763375483,81684718.3613659,1995
p863,7323,3507340568,344579636.81859624,1995
p864,7324,847097925,102216335.29548213,1995
p865,7325,2291693365,225979667.17000195,1995
p866,7326,9844166625,1656788089.9814308,1995
p867,7401,175613282,31305599.830488086,1995
p868,7402,1722002316,290752797.73577994,1995
p869,7403,13905052301,2184877517.6481037,1995
p870,7404,4787761955,756662700.4917319,1995
p871,7405,104676872,7632015.533140928,1995
p872,7406,216356761,34037742.45677636,1995
p873,7407,2642734191,158840398.85596964,1995
p874,7408,5728718759,633351936.4729153,1995
p875,7409,3306014202,234412199.4752123,1995
p876,7410,2459864426,185052134.16846925,1995
p877,7411,2919838911,174939144.69153118,1995
p878,7412,959868059,154092360.48596218,1995
p879,7413,410564280,69218277.93291396,1995
p880,7414,47091057,-1920438.3061326703,1995
p881,7415,330636493,31735639.021992683,1995
p882,7416,31964859,-1227149.6468087658,1995
p883,7417,15537734,-199131.81304676365,1995
p884,7418,407089110,15159055.014113033,1995
p885,7419,1167796655,120568022.54557538,1995
p886,7501,1798715794,227569500.44421697,1995
p887,7502,4552534499,542246220.5092095,1995
p888,7503,287850350,23390192.533251055,1995
p889,7504,379520282,27681865.440959454,1995
p890,7505,450973178,111040961.75505592,1995
p891,7506,444678073,48106604.28699473,1995
p892,7507,190767141,39126374.87348655,1995
p893,7508,416355255,46134031.45611854,1995
p894,7601,22403211263,1227095736.514244,1995
p895,7602,3144080046,436890498.8242543,1995
p896,7603,202483957,19620960.47278837,1995
p897,7604,4202957661,551681758.9978416,1995
p898,7605,1162413102,107264134.74777238,1995
p899,7606,11374493514,832320157.6237537,1995
p900,7607,4938165235,337443647.25146306,1995
p901,7608,693925946,76359283.40803519,1995
p902,7609,190078210,27648594.468752045,1995
p903,7610,2841801393,383447295.59792507,1995
p904,7611,94190504,5568127.537236187,1995
p905,7612,1867018540,139829372.14739668,1995
p906,7613,124974027,16620150.848061383,1995
p907,7614,363586007,47849900.57510317,1995
p908,7615,1341158895,154941851.1457263,1995
p909,7616,3984328292,551660811.2815549,1995
p910,7801,1266947050,238377677.16506785,1995
p911,7802,113718571,19185422.599656917,1995
p912,7803,49078422,-1410477.7560981065,1995
p913,7804,129807113,14702979.137786632,1995
p914,7805,8416239,-249225.32709075883,1995
p915,7806,103414919,13000688.663280599,1995
p916,7901,3691084986,425716776.9916055,1995
p917,7902,192020607,21768843.250455614,1995
p918,7903,164364289,15348960.923054397,1995
p919,7904,87973595,10084878.594034344,1995
p920,7905,366665387,15828305.481847933,1995
p921,7906,33124476,-160229.56789780408,1995
p922,7907,354640659,49665533.00435967,1995
p923,8001,1409938654,157782480.4688716,1995
p924,8002,42119286,5158815.772261836,1995
p925,8003,108242554,26325068.24809943,1995
p926,8004,59891720,-2684656.278805539,1995
p927,8005,42639315,-612596.1098252498,1995
p928,8006,4078879,74482.39747495716,1995
p929,8007,145168859,14140291.468005657,1995
p930,8101,332529049,36235558.40045308,1995
p931,8102,288626593,32317598.675058477,1995
p932,8103,482525967,23492538.162312973,1995
p933,8104,834990703,51354311.91868877,1995
p934,8105,1494884422,94537916.36598252,1995
p935,8106,45531710,7690161.113401214,1995
p936,8107,60720767,-422398.1301624213,1995
p937,8108,933694733,217482456.03120464,1995
p938,8109,235571226,9696441.12914806,1995
p939,8110,306046537,-2946409.25647317,1995
p940,8111,212339749,40251809.5983805,1995
p941,8112,408725762,69026051.15110888,1995
p942,8113,56776195,34183840.13199212,1995
p943,8201,581120467,47054015.63268465,1995
p944,8202,1611455581,112495422.21882352,1995
p945,8203,855164403,56286066.12238805,1995
p946,8204,850681548,84347598.6718237,1995
p947,8205,2632800303,195629270.28302217,1995
p948,8206,348750889,33080163.64919745,1995
p949,8207,7850235943,616160745.6662325,1995
p950,8208,964799812,87605536.83338308,1995
p951,8209,1718485850,203384060.080905,1995
p952,8210,190892418,14810762.125253802,1995
p953,8211,1081904776,60192928.76610332,1995
p954,8212,1341854188,156146712.16892335,1995
p955,8213,312633429,18356096.947155457,1995
p956,8214,339042537,28423892.75044414,1995
p957,8215,1075993251,67757101.2495422,1995
p958,8301,3533679732,402113304.82646704,1995
p959,8302,8082051793,1057976058.3944913,1995
p960,8303,380265474,34660886.54220567,1995
p961,8304,112842414,6876683.003545579,1995
p962,8305,640656565,13215698.690704169,1995
p963,8306,915831285,58193617.14699714,1995
p964,8307,634902616,90278545.80222543,1995
p965,8308,1282830341,78536210.61330144,1995
p966,8309,1751040365,213392743.69300482,1995
p967,8310,220773044,22953079.363746468,1995
p968,8311,1068799900,100051241.44845879,1995
p969,8401,1687589084,131668729.04516913,1995
p970,8402,2491606091,155866592.14546558,1995
p971,8403,2050112898,236747316.63782308,1995
p972,8404,841263648,61538141.75058198,1995
p973,8405,393186046,27106347.446127996,1995
p974,8406,2818981045,167548921.66892052,1995
p975,8407,22187153416,1059149370.4450836,1995
p976,8408,12198631995,1738043430.552561,1995
p977,8409,20524055277,1985885173.406021,1995
p978,8410,671119229,42219931.47592722,1995
p979,8411,27560367534,3948774348.349942,1995
p980,8412,3650932227,736437963.283011,1995
p981,8413,17437604264,2036927823.0392148,1995
p982,8414,20539414751,2254058448.547654,1995
p983,8415,10849601878,1438732682.2048671,1995
p984,8416,1217792353,71316315.32333398,1995
p985,8417,2538366246,109839667.73870736,1995
p986,8418,13417968506,1377494368.8773625,1995
p987,8419,12534805582,1210395906.1626015,1995
p988,8420,806031484,24916833.233194865,1995
p989,8421,13534207512,2169396081.907771,1995
p990,8422,11499854937,793850063.6731223,1995
p991,8423,1724699866,107721807.70674032,1995
p992,8424,5480579058,620855919.726454,1995
p993,8425,2147881484,229904565.8587515,1995
p994,8426,4026095776,523144899.09961843,1995
p995,8427,5496200683,505711485.2703222,1995
p996,8428,8792100428,879723754.6721486,1995
p997,8429,14222465940,1394977304.4626243,1995
p998,8430,2965802838,446854701.8005645,1995
p999,8431,19272180177,1876414525.4653578,1995
p1000,8432,1956462905,261022903.52044445,1995
p1001,8433,5651857742,641969888.0783819,1995
p1002,8434,987218011,48486992.87294283,1995
p1003,8435,182133478,11726769.54928011,1995
p1004,8436,1745146426,237168631.61251533,1995
p1005,8437,800020214,62708926.11887909,1995
p1006,8438,5496817729,329388634.56022114,1995
p1007,8439,4325192655,34098222.119310975,1995
p1008,8440,1027192715,6109701.634916311,1995
p1009,8441,3737647618,117957812.13024785,1995
p1010,8442,2122552057,-6647588.941479749,1995
p1011,8443,10726290257,2669865126.6975365,1995
p1012,8444,842941200,-712738.0395346228,1995
p1013,8445,4900018040,-80536921.53485705,1995
p1014,8446,2573515274,-38994970.6452292,1995
p1015,8447,2890771904,-1115212.0106954575,1995
p1016,8448,4654413693,-3547142.6831737766,1995
p1017,8449,199197879,34525193.04930808,1995
p1018,8450,4377102761,472546760.0696454,1995
p1019,8451,3931093183,169772772.73613122,1995
p1020,8452,4268671185,15671001.345488986,1995
p1021,8453,985357794,-540457.15197533,1995
p1022,8454,1750987176,66663923.81713149,1995
p1023,8455,3081082483,116639132.06169587,1995
p1024,8456,3020193708,250335934.24871328,1995
p1025,8457,3351259377,338302066.6990045,1995
p1026,8458,3486898467,162098411.89157084,1995
p1027,8459,2539861705,69343602.54183087,1995
p1028,8460,2692951465,88653817.6389457,1995
p1029,8461,1319366289,60243649.11392689,1995
p1030,8462,5498254307,212187707.57704422,1995
p1031,8463,1584084389,18233230.79011509,1995
p1032,8464,1729277574,61138582.96511009,1995
p1033,8465,4336351881,148714790.7620795,1995
p1034,8466,7363431028,506412265.30190045,1995
p1035,8467,3164027965,246528063.0911037,1995
p1036,8468,653162857,25369450.737493847,1995
p1037,8469,832915481,-44215123.072722465,1995
p1038,8470,3451413380,53712694.62762935,1995
p1039,8471,136105045338,8837038998.035723,1995
p1040,8472,3787411215,95749051.27316941,1995
p1041,8473,86011679147,4009312634.935384,1995
p1042,8474,5824137451,534104374.40652937,1995
p1043,8475,1610491350,101014383.58232893,1995
p1044,8476,819937794,46930258.900895774,1995
p1045,8477,12260343852,615446432.6433219,1995
p1046,8478,1593270358,2056004.8841636477,1995
p1047,8479,32073567367,3239450768.1427174,1995
p1048,8480,7814851374,432618553.66811424,1995
p1049,8481,19467892084,2929700583.151768,1995
p1050,8482,11755308624,856874151.7195934,1995
p1051,8483,13717781058,1752934176.9642234,1995
p1052,8484,1364891975,106810466.90163682,1995
p1053,8485,3577660727,294279798.5222537,1995
p1054,8501,15635664180,1556807722.120362,1995
p1055,8502,5055393276,884614036.4274244,1995
p1056,8503,5026687722,604016939.3368059,1995
p1057,8504,22683290604,2972400203.5999565,1995
p1058,8505,3036223540,235346927.2141177,1995
p1059,8506,3965233743,170389149.42395976,1995
p1060,8507,7984568889,1581739362.3957872,1995
p1061,8508,5662682850,423845381.01145494,1995
p1062,8509,5443800272,660459264.4661748,1995
p1063,8510,1730545162,83585411.3743952,1995
p1064,8511,6785158825,538233622.4258853,1995
p1065,8512,5256379407,960207855.2703164,1995
p1066,8513,977124985,102143245.64080893,1995
p1067,8514,2375946871,139502878.78354663,1995
p1068,8515,4832007934,286801384.1194782,1995
p1069,8516,13195912490,1402122266.0479639,1995
p1070,8517,37681917451,6741306272.675061,1995
p1071,8518,9535292157,1040213167.8828971,1995
p1072,8519,5818590991,-125462066.15516417,1995
p1073,8520,2847746083,-86064859.91566883,1995
p1074,8521,12108950083,1245086487.4312472,1995
p1075,8522,9625085235,-255481364.39509094,1995
p1076,8523,11401637678,1105984537.3178427,1995
p1077,8524,14074977962,43653619.955433235,1995
p1078,8525,31716227791,12032524732.090332,1995
p1079,8526,3072825469,768236658.7588949,1995
p1080,8527,24220883441,-500762654.3422623,1995
p1081,8528,20400484248,3081251825.6779137,1995
p1082,8529,22165406253,1699830111.1839216,1995
p1083,8530,736815121,88924735.9455036,1995
p1084,8531,6015499511,690667795.2034675,1995
p1085,8532,10367607321,682609200.0334804,1995
p1086,8533,4795754077,197329883.9624277,1995
p1087,8534,9778535714,1425187210.733486,1995
p1088,8535,3501057460,250640079.2155112,1995
p1089,8536,29888451590,2730270654.7675004,1995
p1090,8537,7816875811,2112578808.9531932,1995
p1091,8538,8728637282,1102218338.8324502,1995
p1092,8539,7845402425,286054883.1418399,1995
p1093,8540,17354480739,-744943203.5161475,1995
p1094,8541,22313225898,3685860042.1111116,1995
p1095,8542,147628530107,18386773386.07517,1995
p1096,8543,11021427498,1441166298.0193007,1995
p1097,8544,27156306885,3940391239.9119177,1995
p1098,8545,2170717067,194151440.80475512,1995
p1099,8546,1230502223,53045993.167181745,1995
p1100,8547,1615404807,172724935.91234022,1995
p1101,8548,8278644612,-162600772.0367937,1995
p1102,8601,247379046,47692396.521009594,1995
p1103,8602,974662794,43655392.725119,1995
p1104,8603,1102827880,228372756.03388995,1995
p1105,8604,440983904,31865733.21352912,1995
p1106,8605,1057887255,22914359.631350897,1995
p1107,8606,1003167283,172168321.89940968,1995
p1108,8607,2775095008,440960918.50134945,1995
p1109,8608,223903097,34145077.382583275,1995
p1110,8609,1730405107,286666379.85732406,1995
p1111,8701,20349908565,1406799858.3818948,1995
p1112,8702,5004932686,523002133.83934164,1995
p1113,8703,232971928837,21162155816.01307,1995
p1114,8704,42076407698,3834008060.0585394,1995
p1115,8705,3428353925,475105304.9463725,1995
p1116,8706,2811465653,30877579.85571185,1995
p1117,8707,2368494957,305990009.05981857,1995
p1118,8708,105634112315,11597192534.453516,1995
p1119,8709,467103598,54917679.5250899,1995
p1120,8710,2885460276,36042753.83057057,1995
p1121,8711,7678027500,732712881.6094168,1995
p1122,8712,2789921391,257706674.4720924,1995
p1123,8713,311644967,49924198.026740536,1995
p1124,8714,6384470490,523738142.37963516,1995
p1125,8715,662036758,62503039.17143829,1995
p1126,8716,6371657973,861833101.33334,1995
p1127,8801,93181602,-1607107.7431123226,1995
p1128,8802,46185306577,4873768002.750748,1995
p1129,8803,30633545472,2134006774.9105241,1995
p1130,8804,96145571,8240230.989575238,1995
p1131,8805,737127876,47986371.23402498,1995
p1132,8901,28092217998,2944947999.151448,1995
p1133,8902,723939286,36213720.963242345,1995
p1134,8903,3708842671,510223835.9794724,1995
p1135,8904,373503080,227688986.81481808,1995
p1136,8905,2690459985,1304596658.3041608,1995
p1137,8906,1214998620,185374689.40235853,1995
p1138,8907,321400825,50798507.87080405,1995
p1139,8908,162813440,76228817.5758231,1995
p1140,9001,3416645364,1180911276.710368,1995
p1141,9002,2184628047,529260388.97130567,1995
p1142,9003,2584153752,108254269.81343766,1995
p1143,9004,1784862789,312332281.91908133,1995
p1144,9005,696754397,30164960.21755204,1995
p1145,9006,7310809886,-201248077.8727409,1995
p1146,9007,414803963,24730698.232943777,1995
p1147,9008,693167012,-12251467.930389034,1995
p1148,9009,15444545389,-729901517.4325408,1995
p1149,9010,4296524245,1005778746.3030334,1995
p1150,9011,808980721,150680950.57582617,1995
p1151,9012,529683553,80849576.8771938,1995
p1152,9013,3388360436,3548902368.4797354,1995
p1153,9014,3297018967,183585205.26741567,1995
p1154,9015,2440056297,327009143.7029665,1995
p1155,9016,259776056,7363039.698406272,1995
p1156,9017,1436880445,44581960.6095711,1995
p1157,9018,21250804286,4068745282.166516,1995
p1158,9019,1724252328,445132128.0994042,1995
p1159,9020,391712021,54242263.11466712,1995
p1160,9021,5296591613,2210134763.980469,1995
p1161,9022,6905597515,691144647.1489089,1995
p1162,9023,1006279236,89724331.26129505,1995
p1163,9024,1347373706,48029910.68629423,1995
p1164,9025,1169037031,183608693.58206096,1995
p1165,9026,4625949588,714966992.1930206,1995
p1166,9027,8268949808,1429541331.9720278,1995
p1167,9028,1520751223,242605556.76480457,1995
p1168,9029,2680840407,219288738.61992645,1995
p1169,9030,9274579434,653965307.6135224,1995
p1170,9031,9002225810,1382611394.2572234,1995
p1171,9032,10077268529,1044487534.7700483,1995
p1172,9033,893604973,102933927.90156767,1995
p1173,9101,3093517552,464573983.5735207,1995
p1174,9102,9205182742,605292628.2198226,1995
p1175,9103,165149230,-3277217.374632858,1995
p1176,9104,123814423,512916.86784462584,1995
p1177,9105,1363915130,-6278860.545841531,1995
p1178,9106,249042498,4797948.849755641,1995
p1179,9107,577488535,-6076445.610820268,1995
p1180,9108,2220422672,-43583533.342646405,1995
p1181,9109,223594824,-7932382.453884321,1995
p1182,9110,569127603,-9976657.588667931,1995
p1183,9111,835600281,10552271.570571903,1995
p1184,9112,40273031,-575759.2065673105,1995
p1185,9113,1024451060,20630862.62816408,1995
p1186,9114,1444595214,5860511.1024274705,1995
p1187,9201,570600783,11687200.126537265,1995
p1188,9202,289546242,28455318.094835185,1995
p1189,9203,54975339,-2806503.3438124284,1995
p1190,9204,56478686,-1645782.4480800629,1995
p1191,9205,350413129,20660060.69568106,1995
p1192,9206,178794468,13124549.274423014,1995
p1193,9207,1201436093,34759508.95692835,1995
p1194,9208,254093864,-6212132.674751669,1995
p1195,9209,766437681,28236379.043673843,1995
p1196,9301,549688863,17822840.033923242,1995
p1197,9302,333073339,20272692.44571063,1995
p1198,9303,477953295,39186473.0137228,1995
p1199,9304,126343657,25312134.6777907,1995
p1200,9305,721073274,48386505.66034365,1995
p1201,9306,3459618810,144734593.0090384,1995
p1202,9307,311408246,-13233163.939806698,1995
p1203,9401,16945684195,2592923688.667031,1995
p1204,9402,859023084,135114926.97394717,1995
p1205,9403,25543363894,2632697690.952343,1995
p1206,9404,2807949130,567947800.107862,1995
p1207,9405,9875870885,1564664657.5622847,1995
p1208,9406,2636828154,266615324.3589562,1995
p1209,9501,415213102,-12366622.20686048,1995
p1210,9502,2797881992,-144418288.9676381,1995
p1211,9503,14356894939,1100987163.9189527,1995
p1212,9504,7997043892,1014973470.987208,1995
p1213,9505,2709131146,171083630.62105703,1995
p1214,9506,9499670310,672293155.1886835,1995
p1215,9507,1509993887,61316385.34419366,1995
p1216,9508,512377732,36466570.60105762,1995
p1217,9601,129122671,-296854.4800923963,1995
p1218,9602,341645923,24954492.768340304,1995
p1219,9603,2043260243,291178998.779631,1995
p1220,9604,21092883,851315.5988162402,1995
p1221,9605,112835611,6414968.839435995,1995
p1222,9606,1315441492,11679241.0043608,1995
p1223,9607,1047498104,72736720.86187029,1995
p1224,9608,3173733763,123147880.39045894,1995
p1225,9609,583361174,39715664.76527903,1995
p1226,9610,94982296,21862960.78219177,1995
p1227,9611,206189266,5715989.13602939,1995
p1228,9612,1403934423,8619507.167357264,1995
p1229,9613,1056040103,29156133.5112632,1995
p1230,9614,48016682,11102445.067041898,1995
p1231,9615,570737183,37761729.55015949,1995
p1232,9616,280917050,54829137.87479356,1995
p1233,9617,528393087,64623818.81332936,1995
p1234,9618,146145316,20218562.30758822,1995
p1235,9701,3940567264,658303470.498477,1995
p1236,9702,52128060,635876.2886273109,1995
p1237,9702,156332576,14324494.70068571,1995
p1238,9703,538224231,155483219.43470004,1995
p1239,9704,234095767,-3130887.1321267006,1995
p1240,9705,379410199,37542807.17353109,1995
p1241,9706,1541684664,70719985.26481028,1995
p1242,XXXX,44155516832,-2324102722.8505945,1995
p1243,financial,62180674811,26235703989.543686,1995
p1244,ict,378081493692,72237961969.88565,1995
p1245,transport,241684473692,32978876896.522724,1995
p1246,travel,351881396042,41286424527.7088,1995
p1247,unspecified,695153281,19964707133.132442,1995
p1248,9999,261033859334,24821970003.11145,2000
