,location_id,location_code,location_name_short_en,level,parent_id,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
60,82,GEO,Georgia,country,353.0,5580000000.0,6170000000.0,6360000000.0,6540000000.0,6660000000.0,6980000000.0,7360000000.0,8180000000.0,8650000000.0,9480000000.0,10400000000.0,11700000000.0,12000000000.0,11500000000.0,12200000000.0,13100000000.0,14000000000.0,14500000000.0,15100000000.0,15600000000.0,16000000000.0,16800000000.0,17600000000.0,18500000000.0
61,83,GHA,Ghana,country,352.0,15600000000.0,16200000000.0,17000000000.0,17700000000.0,18400000000.0,19100000000.0,20000000000.0,21000000000.0,22200000000.0,23500000000.0,25000000000.0,26100000000.0,28500000000.0,29800000000.0,32200000000.000004,36700000000.0,40100000000.0,43100000000.0,44300000000.0,45200000000.0,46800000000.0,50600000000.0,53700000000.0,57200000000.0
62,85,GIN,Guinea,country,352.0,4350000000.0,4580000000.0,4750000000.0,4930000000.0,5050000000.0,5230000000.0,5510000000.0,5570000000.0,5700000000.0,5880000000.0,5950000000.0,6350000000.0,6610000000.0,6540000000.0,6850000000.0,7240000000.0,7670000000.0,7970000000.0,8260000000.0,8580000000.0,9510000000.0,10500000000.0,11200000000.0,11800000000.0
63,87,GMB,Gambia,country,352.0,900000000.0,944000000.0,977000000.0,1040000000.0,1100000000.0,1160000000.0,1120000000.0,1200000000.0,1280000000.0,1250000000.0,1250000000.0,1290000000.0,1370000000.0,1460000000.0,1540000000.0,1420000000.0,1490000000.0,1530000000.0,1510000000.0,1570000000.0,1610000000.0,1680000000.0,1800000000.0,1910000000.0
64,88,GNB,Guinea-Bissau,country,352.0,811000000.0,863000000.0,621000000.0,627000000.0,661000000.0,676000000.0,669000000.0,673000000.0,691000000.0,721000000.0,737000000.0,762000000.0,786000000.0,812000000.0,850000000.0,919000000.0,903000000.0,932000000.0,941000000.0,999000000.0,1060000000.0,1120000000.0,1140000000.0,1190000000.0
65,89,GNQ,Equatorial Guinea,country,352.0,734000000.0,1830000000.0,2270000000.0,2850000000.0,3370000000.0,5510000000.0,6580000000.0,7500000000.0,10400000000.0,12100000000.0,13000000000.0,15000000000.0,17700000000.0,17900000000.0,16300000000.0,17400000000.0,18800000000.0,18000000000.0,18100000000.0,16500000000.0,15000000000.0,14200000000.0,13300000000.0,12500000000.0
66,90,GRC,Greece,country,355.0,214000000000.0,224000000000.0,233000000000.0,240000000000.0,249000000000.0,260000000000.0,270000000000.0,286000000000.0,300000000000.0,302000000000.0,319000000000.0,329000000000.0,328000000000.0,314000000000.0,297000000000.0,267000000000.0,248000000000.0,241000000000.0,243000000000.0,242000000000.0,241000000000.0,244000000000.0,247000000000.0,252000000000.0
67,91,GRD,Grenada,country,356.0,491000000.0,516000000.0,576000000.0,616000000.0,646000000.0,633000000.0,655000000.0,717000000.0,712000000.0,807000000.0,775000000.0,822000000.0,830000000.0,775000000.0,771000000.0,777000000.0,768000000.0,786000000.0,844000000.0,898000000.0,932000000.0,973000000.0,1010000000.0,1030000000.0
68,92,GRL,Greenland,country,356.0,1520000000.0,1550000000.0,1670000000.0,1690000000.0,1810000000.0,1830000000.0,1810000000.0,1890000000.0,2029999999.9999998,2130000000.0,2240000000.0,2300000000.0,2440000000.0,2460000000.0,2500000000.0,2490000000.0,2530000000.0,2490000000.0,2610000000.0,2540000000.0,2660000000.0,2680000000.0,2760000000.0,28465000000.0
69,93,GTM,Guatemala,country,356.0,24800000000.0,25900000000.0,27200000000.0,28300000000.0,29300000000.0,30000000000.0,31100000000.0,31900000000.0,32900000000.0,34000000000.0,35800000000.0,38100000000.0,39300000000.0,39500000000.0,40700000000.0,42400000000.0,43600000000.0,45200000000.0,47300000000.0,49200000000.0,50500000000.0,52100000000.0,53800000000.0,55900000000.0
70,95,GUM,Guam,country,354.0,13680000000.0,14310000000.0,14940000000.0,15525000000.0,16010000000.0,16390000000.0,4370000000.0,4410000000.0,4700000000.0,4870000000.0,4690000000.0,4720000000.0,4820000000.0,4840000000.0,4950000000.0,4950000000.0,5060000000.0,5140000000.0,5240000000.0,5280000000.0,5290000000.0,5340000000.0,5290000000.0,5390000000.0
71,96,GUY,Guyana,country,357.0,2560000000.0,2720000000.0,2680000000.0,2750000000.0,2720000000.0,2780000000.0,2810000000.0,2790000000.0,2840000000.0,2780000000.0,2920000000.0,3130000000.0,3180000000.0,3310000000.0,3430000000.0,3620000000.0,3810000000.0,3950000000.0,4019999999.9999995,4040000000.0,4200000000.0,4360000000.0,4550000000.0,4790000000.0
72,99,HND,Honduras,country,356.0,9160000000.0,9580000000.0,9920000000.0,9850000000.0,10600000000.0,10900000000.0,11300000000.0,11800000000.0,12500000000.0,13300000000.0,14100000000.0,15000000000.0,15700000000.0,15300000000.0,15800000000.0,16399999999.999998,17100000000.000002,17600000000.0,18100000000.0,18800000000.0,19600000000.0,20500000000.0,21300000000.0,21900000000.0
73,100,HRV,Croatia,country,355.0,42200000000.0,44800000000.0,45800000000.0,45400000000.0,46700000000.0,48100000000.0,50800000000.0,53700000000.0,55900000000.0,58300000000.0,61200000000.0,64300000000.0,65500000000.0,60700000000.0,59900000000.0,59800000000.0,58400000000.0,58100000000.0,57900000000.0,59300000000.0,61400000000.0,63500000000.0,65300000000.0,67200000000.0
74,101,HTI,Haiti,country,356.0,8950000000.0,9200000000.0,9400000000.0,9650000000.0,9740000000.0,9700000000.0,9790000000.0,10100000000.0,10000000000.0,10400000000.0,10500000000.0,11100000000.0,11400000000.0,12100000000.0,11700000000.0,12400000000.0,12400000000.0,12800000000.0,13300000000.0,13500000000.0,13700000000.0,14000000000.0,14300000000.0,14000000000.0
75,102,HUN,Hungary,country,355.0,92700000000.0,95600000000.0,99400000000.0,102000000000.0,107000000000.0,111000000000.0,117000000000.0,121000000000.0,127000000000.0,133000000000.0,138000000000.0,138000000000.0,140000000000.0,130000000000.0,132000000000.0,134000000000.0,133000000000.0,135000000000.0,141000000000.0,146000000000.0,149000000000.0,156000000000.0,164000000000.0,172000000000.0
76,103,IDN,Indonesia,country,353.0,471000000000.0,494000000000.0,429000000000.0,432000000000.0,453000000000.0,470000000000.0,491000000000.0,515000000000.0,540000000000.0,571000000000.0,603000000000.0,641000000000.0,679000000000.0,711000000000.0,755000000000.0,802000000000.0,850000000000.0,897000000000.0,942000000000.0,988000000000.0,204000000000.0,218333333333.33334,233333333333.3333,245666666666.6667
77,104,IND,India,country,353.0,699000000000.0,728000000000.0,773000000000.0,841000000000.0,873000000000.0,915000000000.0,950000000000.0,354000000000.0,373000000000.0,394500000000.0,415500000000.0,441000000000.0,454500000000.0,464500000000.0,488500000000.0,512500000000.0,537000000000.0,561500000000.0,594000000000.0,648000000000.0,259000000000.0,280666666666.6667,302666666666.6666,319333333333.3334
78,106,IRL,Ireland,country,355.0,115000000000.0,128000000000.0,139000000000.0,153000000000.0,168000000000.0,177000000000.0,187000000000.0,193000000000.0,206000000000.0,218000000000.0,228000000000.0,241000000000.0,230000000000.0,218000000000.0,222000000000.0,223000000000.0,224000000000.0,226000000000.0,246000000000.0,308000000000.0,314000000000.0,343000000000.0,372000000000.0,393000000000.0
79,107,IRN,Iran,country,353.0,288000000000.0,289000000000.0,296000000000.0,298000000000.0,316000000000.0,318000000000.0,342000000000.0,371000000000.0,388000000000.0,400000000000.0,420000000000.0,454000000000.0,456000000000.0,460000000000.0,487000000000.0,500000000000.0,462000000000.0,462000000000.0,483000000000.0,476000000000.0,540000000000.0,561000000000.0,527000000000.0,491000000000.0
80,108,IRQ,Iraq,country,353.0,52100000000.0,63200000000.0,85200000000.0,100000000000.0,117000000000.0,119000000000.0,109000000000.0,69300000000.0,106000000000.0,108000000000.0,114000000000.0,116000000000.0,126000000000.0,130000000000.0,139000000000.0,149000000000.0,170000000000.0,183000000000.0,183000000000.0,192000000000.0,218000000000.0,214000000000.0,212000000000.0,221000000000.0
81,109,ISL,Iceland,country,355.0,8580000000.0,9070000000.0,9740000000.0,10100000000.0,10600000000.0,11100000000.0,11100000000.0,11400000000.0,12300000000.0,13000000000.0,13800000000.0,15000000000.0,15300000000.0,14200000000.0,13800000000.0,14000000000.0,14200000000.0,14800000000.0,15000000000.0,15700000000.0,16700000000.0,17400000000.0,18200000000.0,18700000000.0
82,110,ISR,Israel,country,353.0,146000000000.0,151000000000.0,157000000000.0,162000000000.0,174000000000.0,174000000000.0,175000000000.0,176000000000.0,184000000000.0,191000000000.0,202000000000.0,213000000000.0,220000000000.0,222000000000.0,234000000000.0,245000000000.0,251000000000.0,261000000000.0,272000000000.0,278000000000.0,288000000000.0,298000000000.0,309000000000.0,319000000000.0
83,111,ITA,Italy,country,355.0,79300000000.0,81700000000.0,84550000000.0,87150000000.0,93200000000.0,93250000000.0,93900000000.0,94650000000.0,98700000000.0,102250000000.0,107950000000.0,113550000000.0,117000000000.0,117700000000.0,123600000000.0,129200000000.0,132200000000.0,137200000000.0,142750000000.0,145850000000.0,150900000000.0,156000000000.0,161600000000.0,166700000000.0
84,112,JAM,Jamaica,country,356.0,12600000000.0,12400000000.0,12100000000.0,12300000000.0,12400000000.0,12500000000.0,12800000000.0,13300000000.0,13400000000.0,13500000000.0,13900000000.0,14100000000.0,14000000000.0,13400000000.0,13200000000.0,13400000000.0,13400000000.0,13400000000.0,13500000000.0,13700000000.0,13800000000.0,14000000000.0,14200000000.0,14400000000.0
85,113,JOR,Jordan,country,353.0,12900000000.0,13300000000.0,13700000000.0,14200000000.0,14800000000.0,15600000000.0,16500000000.0,17200000000.0,18600000000.0,20100000000.0,21800000000.0,23500000000.0,25300000000.0,26500000000.0,27100000000.0,27900000000.0,28600000000.0,29300000000.0,30300000000.0,31000000000.0,31700000000.0,32299999999.999996,33000000000.0,33600000000.0
86,114,JPN,Japan,country,353.0,36150000000.0,36850000000.0,36500000000.0,37550000000.0,40850000000.0,45750000000.0,49900000000.0,54150000000.0,59200000000.0,64550000000.0,71400000000.0,77750000000.0,80650000000.0,82250000000.0,87550000000.0,93450000000.0,97800000000.0,103150000000.0,107150000000.0,108500000000.0,109850000000.0,114150000000.0,118500000000.0,123300000000.0
87,115,KAZ,Kazakhstan,country,353.0,59400000000.0,60400000000.0,59300000000.0,60900000000.0,66900000000.00001,75900000000.0,83300000000.0,91100000000.0,99800000000.0,109000000000.0,121000000000.0,132000000000.0,136000000000.0,138000000000.0,148000000000.0,159000000000.0,167000000000.0,177000000000.0,184000000000.0,186000000000.0,188000000000.0,196000000000.0,204000000000.0,213000000000.0
88,116,KEN,Kenya,country,352.0,24500000000.0,24600000000.0,25500000000.0,26000000000.0,26200000000.0,27200000000.0,27300000000.0,28100000000.0,29600000000.0,31300000000.0,33299999999.999996,35600000000.0,35700000000.0,36900000000.0,40000000000.0,42400000000.0,44400000000.0,47000000000.0,49500000000.0,52300000000.0,55400000000.0,58100000000.0,61700000000.0,65099999999.99999
89,118,KHM,Cambodia,country,353.0,3860000000.0,4010000000.0,4200000000.0,4730000000.0,5210000000.0,5630000000.0,6000000000.0,6510000000.0,7190000000.0,8140000000.000001,9010000000.0,9940000000.0,10600000000.0,10600000000.0,11200000000.0,12000000000.0,12900000000.0,13900000000.0,14900000000.0,15900000000.0,17000000000.0,18200000000.0,19500000000.0,20900000000.0
90,119,KIR,Kiribati,country,354.0,128000000.0,130000000.0,139000000.0,137000000.0,145000000.0,143000000.0,149000000.0,152000000.0,149000000.0,157000000.0,156000000.0,160000000.0,156000000.0,158000000.0,156000000.0,159000000.0,166000000.0,173000000.0,172000000.0,190000000.0,200000000.0,201000000.0,206000000.0,211000000.0
91,121,KOR,South Korea,country,353.0,592000000000.0,628000000000.0,596000000000.0,664000000000.0,725000000000.0,760000000000.0,818000000000.0,844000000000.0,888000000000.0,926000000000.0,975000000000.0,2940500000.0,3123500000.0,3207500000.0,3300000000.0,3432000000.0,3508500000.0,3639000000.0,3704000000.0,3843000000.0,3990500000.0,4131500000.0,4289000000.0,4488500000.0
92,122,KWT,Kuwait,country,353.0,67500000000.0,69200000000.0,71700000000.0,70500000000.0,73800000000.0,73900000000.0,76100000000.0,89300000000.0,98500000000.0,109000000000.0,117000000000.0,124000000000.0,127000000000.0,118000000000.0,115000000000.0,127000000000.0,135000000000.0,136000000000.0,137000000000.0,138000000000.0,142000000000.0,135000000000.0,137000000000.0,138000000000.0
93,124,LBN,Lebanon,country,353.0,20800000000.0,21000000000.0,21800000000.0,21700000000.0,22000000000.0,22800000000.0,23600000000.0,24400000000.0,26000000000.0,26700000000.0,27100000000.0,29600000000.0,32299999999.999996,35600000000.0,38400000000.0,38800000000.0,39800000000.0,41300000000.0,42300000000.0,42400000000.0,43000000000.0,43400000000.0,42600000000.0,39700000000.0
94,125,LBR,Liberia,country,352.0,14243333333.333332,14376666666.666668,14933333333.333332,34000000000.0,1750000000.0,1800000000.0,1870000000.0,1310000000.0,1340000000.0,1410000000.0,1520000000.0,1670000000.0,1790000000.0,1880000000.0,2000000000.0,2160000000.0,2330000000.0,2540000000.0,2560000000.0,2560000000.0,2510000000.0,2580000000.0,2610000000.0,2550000000.0
95,126,LBY,Libya,country,352.0,7686666666.666666,7753333333.333334,8066666666.666666,46300000000.0,48000000000.0,47200000000.0,46700000000.0,52800000000.0,55200000000.0,61700000000.0,65700000000.0,69900000000.0,71800000000.0,71200000000.0,74800000000.0,28400000000.0,63300000000.0,54700000000.0,41500000000.0,37900000000.0,36800000000.0,46600000000.0,53700000000.0,55000000000.0
96,128,LKA,Sri Lanka,country,353.0,27800000000.0,29600000000.0,31000000000.0,32299999999.999996,34299999999.999996,33700000000.000004,35100000000.0,37200000000.0,39200000000.0,41600000000.0,44800000000.0,47900000000.0,50700000000.0,52500000000.0,56700000000.0,61500000000.0,67099999999.99999,69400000000.0,72800000000.0,76500000000.0,79900000000.0,82800000000.0,85500000000.0,87400000000.0
97,129,LSO,Lesotho,country,352.0,1490000000.0,1540000000.0,1570000000.0,1570000000.0,1630000000.0,1690000000.0,1710000000.0,1780000000.0,1810000000.0,1880000000.0,1960000000.0,2040000000.0,2150000000.0,2120000000.0,2230000000.0,2340000000.0,2490000000.0,2530000000.0,2570000000.0,2650000000.0,2750000000.0,2660000000.0,2630000000.0,2620000000.0
98,130,LTU,Lithuania,country,355.0,20300000000.0,22000000000.0,23700000000.0,23400000000.0,24300000000.0,25800000000.0,27600000000.0,30500000000.0,32500000000.0,35000000000.0,37600000000.0,41800000000.0,42900000000.0,36500000000.0,37100000000.0,39400000000.0,40900000000.0,42300000000.0,43800000000.0,44700000000.0,45800000000.0,47800000000.0,49700000000.0,51800000000.0
99,131,LUX,Luxembourg,country,355.0,31000000000.0,32700000000.000004,34700000000.0,37700000000.0,40800000000.0,41800000000.0,43400000000.0,44100000000.0,45700000000.0,47200000000.0,49600000000.0,53700000000.0,53100000000.0,50700000000.0,53200000000.0,54600000000.0,54400000000.0,56400000000.0,58800000000.0,61300000000.0,64099999999.99999,65300000000.0,67300000000.0,68800000000.0
100,132,LVA,Latvia,country,355.0,13100000000.0,14300000000.0,15200000000.0,15600000000.0,16500000000.0,17500000000.0,18800000000.0,20400000000.0,22100000000.0,24400000000.0,27400000000.0,30100000000.0,29100000000.0,25000000000.0,23900000000.0,25400000000.0,26500000000.0,27100000000.0,27400000000.0,28500000000.0,29200000000.0,30100000000.0,31300000000.0,32000000000.0
101,134,MAR,Morocco,country,352.0,52900000000.0,52100000000.0,55800000000.0,56400000000.0,57500000000.0,61700000000.0,63700000000.0,67500000000.0,70700000000.0,73000000000.0,78500000000.0,81300000000.0,86100000000.0,89800000000.0,93200000000.0,98100000000.0,101000000000.0,106000000000.0,108000000000.0,113000000000.0,115000000000.0,119000000000.0,123000000000.0,126000000000.0
102,135,MDA,Moldova,country,355.0,4510000000.0,4590000000.0,4290000000.0,4139999999.9999995,4230000000.0000005,4490000000.0,4840000000.0,5160000000.0,5540000000.0,5950000000.0,6240000000.0,6430000000.0,6930000000.0,6510000000.0,6970000000.0,7380000000.0,7340000000.0,8000000000.0,8400000000.0,8369999999.999999,8740000000.0,9150000000.0,9550000000.0,9890000000.0
103,136,MDG,Madagascar,country,352.0,6560000000.0,6800000000.0,7070000000.0,7400000000.0,7730000000.0,8199999999.999999,7180000000.0,7880000000.0,8300000000.000001,8690000000.0,9160000000.0,9680000000.0,10300000000.0,9920000000.0,9980000000.0,10100000000.0,10400000000.0,10700000000.0,11000000000.0,11400000000.0,11800000000.0,12300000000.0,12700000000.0,13300000000.0
104,137,MDV,Maldives,country,353.0,1260000000.0,1370000000.0,1470000000.0,1560000000.0,1620000000.0,1560000000.0,1670000000.0,1900000000.0,2009999999.9999998,1750000000.0,2210000000.0,2380000000.0,2600000000.0,2410000000.0,2590000000.0,2810000000.0,2880000000.0,3090000000.0,3320000000.0,3410000000.0,3630000000.0,3890000000.0,4210000000.0,4500000000.0
105,138,MEX,Mexico,country,356.0,755000000000.0,807000000000.0,849000000000.0,872000000000.0,915000000000.0,912000000000.0,911000000000.0,924000000000.0,961000000000.0,983000000000.0,1180000000.0,1267500000.0,1373000000.0,1280000000.0,1375000000.0,1484500000.0,1518000000.0,1626000000.0,1740000000.0,1786500000.0,1897500000.0,2030000000.0,2193000000.0,2344000000.0
106,139,MHL,Marshall Islands,country,354.0,144000000.0,135000000.0,134000000.0,132000000.0,134000000.0,143000000.0,149000000.0,146000000.0,148000000.0,151000000.0,150000000.0,155000000.0,146000000.0,150000000.0,160000000.0,159000000.0,156000000.0,162000000.0,160000000.0,163000000.0,165000000.0,170000000.0,176000000.0,188000000.0
107,140,MKD,North Macedonia,country,355.0,6140000000.0,6230000000.0,6440000000.0,6720000000.0,7020000000.0,6810000000.0,6910000000.0,7060000000.0,7390000000.0,7740000000.0,8140000000.000001,8670000000.0,9140000000.0,9110000000.0,9410000000.0,9630000000.0,9590000000.0,9870000000.0,10200000000.0,10600000000.0,10900000000.0,11000000000.0,11400000000.0,11700000000.0
108,141,MLI,Mali,country,352.0,5100000000.0,5350000000.0,5750000000.0,6080000000.0,6080000000.0,7010000000.0,7230000000.0,7890000000.0,8010000000.0,8529999999.999999,8930000000.0,9240000000.0,9680000000.0,10100000000.0,10700000000.0,11000000000.0,10900000000.0,11200000000.0,12000000000.0,12700000000.0,13500000000.0,14200000000.0,14900000000.0,15600000000.0
109,142,MLT,Malta,country,355.0,5130000000.0,5400000000.0,5670000000.0,5940000000.0,7110000000.0,7030000000.0,7210000000.0,7500000000.0,7510000000.0,7770000000.0,7960000000.0,8340000000.0,8660000000.0,8560000000.000001,9040000000.0,9080000000.0,9450000000.0,9970000000.0,10700000000.0,11800000000.0,12200000000.0,13200000000.0,13900000000.0,14700000000.0
110,143,MMR,Myanmar,country,353.0,11800000000.0,12400000000.0,13200000000.0,14600000000.0,16600000000.000002,18500000000.0,20700000000.0,23600000000.0,26800000000.0,30400000000.0,34400000000.0,38600000000.0,42500000000.0,47000000000.0,51500000000.0,54400000000.0,58400000000.0,63300000000.0,68400000000.00001,73100000000.0,77400000000.0,82300000000.0,87900000000.0,89400000000.0
111,144,MNE,Montenegro,country,355.0,7615000000.0,3060000000.0,3210000000.0,2910000000.0,3000000000.0,3030000000.0,3090000000.0,3160000000.0,3300000000.0,3440000000.0,3740000000.0,3990000000.0,4280000000.0000005,4030000000.0000005,4139999999.9999995,4280000000.0000005,4160000000.0,4310000000.0,4380000000.0,4530000000.0,4670000000.0,4890000000.0,5140000000.0,5340000000.0
112,145,MNG,Mongolia,country,353.0,3430000000.0,3560000000.0,3680000000.0,3790000000.0,3840000000.0,3950000000.0,4139999999.9999995,4430000000.0,4900000000.0,5250000000.0,5700000000.0,6290000000.0,6850000000.0,6760000000.0,7190000000.0,8430000000.0,9470000000.0,10600000000.0,11400000000.0,11700000000.0,11800000000.0,12400000000.0,13300000000.0,14000000000.0
113,146,MNP,Northern Mariana Islands,country,354.0,3570000000.0,3845000000.0,4110000000.0,4430000000.0,4485000000.0,4850000000.0,1460000000.0,1460000000.0,1420000000.0,1240000000.0,1150000000.0,1070000000.0000001,956000000.0,788000000.0,799000000.0,740000000.0,746000000.0,766000000.0,798000000.0,825000000.0,1070000000.0000001,1310000000.0,1060000000.0,941000000.0
114,147,MOZ,Mozambique,country,352.0,3710000000.0,4130000000.0,4540000000.0,5070000000.0,5130000000.0,5750000000.0,6290000000.0,6720000000.0,7250000000.0,7730000000.0,8480000000.0,9140000000.0,9810000000.0,10400000000.0,11100000000.0,11900000000.0,12800000000.0,13700000000.0,14700000000.0,15700000000.0,16300000000.0,16899999999.999998,17500000000.0,17900000000.0
115,148,MRT,Mauritania,country,352.0,3950000000.0,3790000000.0,3890000000.0,4030000000.0000005,3880000000.0,3850000000.0,3900000000.0,4170000000.0,4370000000.0,4740000000.0,5610000000.0,5500000000.0,5480000000.0,5490000000.0,5630000000.0,5860000000.0,6130000000.0,6380000000.0,6650000000.0,7010000000.0,7100000000.0,7350000000.0,7500000000.0,7950000000.0
116,151,MUS,Mauritius,country,352.0,5400000000.0,5710000000.0,6050000000.0,6210000000.0,6720000000.0,6950000000.0,7060000000.0,7480000000.0,7800000000.0,7940000000.0,8330000000.0,8800000000.0,9280000000.0,9580000000.0,10000000000.0,10400000000.0,10800000000.0,11100000000.0,11600000000.0,12000000000.0,12400000000.0,12900000000.0,13400000000.0,13800000000.0
117,152,MWI,Malawi,country,352.0,3880000000.0,4019999999.9999995,4179999999.9999995,4310000000.0,4380000000.0,4160000000.0,4230000000.0000005,4470000000.0,4710000000.0,4870000000.0,5100000000.0,5580000000.0,6010000000.0,6510000000.0,6960000000.0,7300000000.0,7440000000.0,7820000000.0,8270000000.0,8500000000.0,8710000000.0,9060000000.0,9460000000.0,10000000000.0
118,153,MYS,Malaysia,country,353.0,141000000000.0,152000000000.0,141000000000.0,149000000000.0,163000000000.0,163000000000.0,172000000000.0,182000000000.0,194000000000.0,205000000000.0,216000000000.0,230000000000.0,241000000000.0,237000000000.0,255000000000.0,269000000000.0,283000000000.0,297000000000.0,314000000000.0,330000000000.0,345000000000.0,365000000000.0,382000000000.0,399000000000.0
119,155,NAM,Namibia,country,352.0,6330000000.0,6600000000.0,6820000000.0,7050000000.0,7300000000.0,7380000000.0,7730000000.0,8060000000.000001,9050000000.0,9280000000.0,9940000000.0,10500000000.0,10700000000.0,10800000000.0,11400000000.0,12000000000.0,12600000000.0,13300000000.0,14100000000.0,14700000000.0,14800000000.0,14600000000.0,14800000000.0,14700000000.0
120,157,NER,Niger,country,352.0,4420000000.0,4490000000.0,4930000000.0,4920000000.0,4860000000.0,5220000000.0,5470000000.0,5590000000.0,5610000000.0,6020000000.0,6380000000.0,6580000000.0,7090000000.0,7230000000.0,7850000000.0,8039999999.999999,8880000000.0,9360000000.0,9980000000.0,10400000000.0,11000000000.0,11600000000.0,12400000000.0,13100000000.0
121,159,NGA,Nigeria,country,352.0,151000000000.0,155000000000.0,159000000000.0,160000000000.0,168000000000.0,178000000000.0,206000000000.0,221000000000.0,241000000000.0,257000000000.0,272000000000.0,290000000000.0,310000000000.0,335000000000.0,361000000000.0,381000000000.0,397000000000.0,423000000000.0,450000000000.0,462000000000.0,454000000000.0,458000000000.0,467000000000.0,477000000000.0
